id,descripcion,categoria,unidad
635,Depósitos a plazo fijo de municipios de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
636,Total de préstamos a municipios de la PBA,Préstamos por tipo de titular,En miles de ARS
637,Total de depósitos de municipios de la provincia de Buenos Aires,Depósitos por tipo de titular,En miles de ARS
638,Total de préstamos a municipios de GBA,Préstamos por tipo de titular,En miles de ARS
639,Total de depósitos de municipios de GBA,Depósitos por tipo de titular,En miles de ARS
640,Total de préstamos a municipios de la PBA no incluidos en el GBA,Préstamos por tipo de titular,En miles de ARS
641,Total de depósitos de municipios de la PBA no incluidos en GBA,Depósitos por tipo de titular,En miles de ARS
642,Total de préstamos a municipios de Catamarca,Préstamos por tipo de titular,En miles de ARS
643,Total de depósitos de municipios de la provincia de Catamarca,Depósitos por tipo de titular,En miles de ARS
644,Total de préstamos a municipios de la provincia de Córdoba,Préstamos por tipo de titular,En miles de ARS
645,Total de depósitos de municipios de la provincia de Córdoba,Depósitos por tipo de titular,En miles de ARS
646,Total de préstamos a municipios de la provincia de Corrientes,Préstamos por tipo de titular,En miles de ARS
647,Total de depósitos de municipios de la provincia de Corrientes,Depósitos por tipo de titular,En miles de ARS
648,Total de préstamos a municipios de la provincia de Chaco,Préstamos por tipo de titular,En miles de ARS
649,Total de depósitos de municipios de la provincia de Chaco,Depósitos por tipo de titular,En miles de ARS
650,Total de préstamos a municipios de la provincia de Chubut,Préstamos por tipo de titular,En miles de ARS
651,Total de depósitos de municipios de la provincia de Chubut,Depósitos por tipo de titular,En miles de ARS
652,Total de préstamos a municipios de la provincia de Entre Ríos,Préstamos por tipo de titular,En miles de ARS
653,Total de depósitos de municipios de la provincia de Entre Ríos,Depósitos por tipo de titular,En miles de ARS
654,Total de préstamos a municipios de la provincia de Formosa,Préstamos por tipo de titular,En miles de ARS
655,Total de depósitos de municipios de la provincia de Formosa,Depósitos por tipo de titular,En miles de ARS
656,Total de préstamos a municipios de la provincia de Jujuy,Préstamos por tipo de titular,En miles de ARS
657,Total de depósitos de municipios de la provincia de Jujuy,Depósitos por tipo de titular,En miles de ARS
658,Total de préstamos a municipios de la provincia de La Pampa,Préstamos por tipo de titular,En miles de ARS
659,Total de depósitos de municipios de la provincia de La Pampa,Depósitos por tipo de titular,En miles de ARS
660,Total de préstamos a municipios de la provincia de La Rioja,Préstamos por tipo de titular,En miles de ARS
661,Total de depósitos de municipios de la provincia de La Rioja,Depósitos por tipo de titular,En miles de ARS
662,Total de préstamos a municipios de la provincia de Mendoza,Préstamos por tipo de titular,En miles de ARS
663,Total de depósitos de municipios de la provincia de Mendoza,Depósitos por tipo de titular,En miles de ARS
664,Total de préstamos a municipios de la provincia de Misiones,Préstamos por tipo de titular,En miles de ARS
665,Total de depósitos de municipios de la provincia de Misiones,Depósitos por tipo de titular,En miles de ARS
666,Total de préstamos a municipios de la provincia de Neuquén,Préstamos por tipo de titular,En miles de ARS
667,Total de depósitos de municipios de la provincia de Neuquén,Depósitos por tipo de titular,En miles de ARS
668,Total de préstamos a municipios de la provincia de Rio Negro,Préstamos por tipo de titular,En miles de ARS
669,Total de depósitos de municipios de la provincia de Rio Negro,Depósitos por tipo de titular,En miles de ARS
670,Total de préstamos a municipios de la provincia de Salta,Préstamos por tipo de titular,En miles de ARS
671,Total de depósitos de municipios de la provincia de Salta,Depósitos por tipo de titular,En miles de ARS
672,Total de préstamos a municipios de la provincia de San Juan,Préstamos por tipo de titular,En miles de ARS
673,Total de depósitos de municipios de la provincia de San Juan,Depósitos por tipo de titular,En miles de ARS
674,Total de préstamos a municipios de la provincia de San Luis,Préstamos por tipo de titular,En miles de ARS
675,Total de depósitos de municipios de la provincia de San Luis,Depósitos por tipo de titular,En miles de ARS
676,Total de préstamos a municipios de la provincia de Santa Cruz,Préstamos por tipo de titular,En miles de ARS
677,Total de depósitos de municipios de la provincia de Santa Cruz,Depósitos por tipo de titular,En miles de ARS
678,Total de préstamos a municipios de la provincia de Santa Fe,Préstamos por tipo de titular,En miles de ARS
679,Total de depósitos de municipios de la provincia de Santa Fe,Depósitos por tipo de titular,En miles de ARS
680,Total de préstamos a municipios de la provincia de Santiago del Estero,Préstamos por tipo de titular,En miles de ARS
681,Total de depósitos de municipios de la provincia de Santiago del Estero,Depósitos por tipo de titular,En miles de ARS
682,Total de préstamos a municipios de la provincia de Tierra del Fuego,Préstamos por tipo de titular,En miles de ARS
683,Total de depósitos de municipios de la provincia de Tierra del Fuego,Depósitos por tipo de titular,En miles de ARS
684,Total de préstamos a municipios de la provincia de Tucumán,Préstamos por tipo de titular,En miles de ARS
685,Total de depósitos de municipios de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
686,Total de préstamos a empresas provinciales a la Ciudad Autónoma de Buenos Aires,Préstamos por tipo de titular,En miles de ARS
687,Total de depósitos de empresas provinciales de la Ciudad Autónoma de Buenos Aires,Depósitos por tipo de titular,En miles de ARS
688,Total de préstamos a empresas provinciales de la PBA,Préstamos por tipo de titular,En miles de ARS
689,Total de depósitos de empresas provinciales de la PBA,Depósitos por tipo de titular,En miles de ARS
690,Total de préstamos a empresas provinciales de la provincia de Catamarca,Préstamos por tipo de titular,En miles de ARS
691,Total de depósitos de empresas provinciales de la provincia de Catamarca,Depósitos por tipo de titular,En miles de ARS
692,Total de préstamos a empresas provinciales de la provincia de Córdoba,Préstamos por tipo de titular,En miles de ARS
693,Total de depósitos de empresas provinciales de la provincia de Córdoba,Depósitos por tipo de titular,En miles de ARS
694,Total de préstamos a empresas provinciales de la provincia de Corrientes,Préstamos por tipo de titular,En miles de ARS
695,Total de depósitos de empresas provinciales de la provincia de Corrientes,Depósitos por tipo de titular,En miles de ARS
696,Total de préstamos a empresas provinciales de la provincia de Chaco,Préstamos por tipo de titular,En miles de ARS
697,Total de depósitos de empresas provinciales de la provincia de Chaco,Depósitos por tipo de titular,En miles de ARS
698,Total de préstamos a empresas provinciales de la provincia de Chubut,Préstamos por tipo de titular,En miles de ARS
699,Total de depósitos de empresas provinciales de la provincia de Chubut,Depósitos por tipo de titular,En miles de ARS
700,Total de préstamos a empresas provinciales de la provincia de Entre Ríos,Préstamos por tipo de titular,En miles de ARS
701,Total de depósitos de empresas provinciales de la provincia de Entre Ríos,Depósitos por tipo de titular,En miles de ARS
702,Total de préstamos a empresas provinciales de la provincia de Formosa,Préstamos por tipo de titular,En miles de ARS
703,Total de depósitos de empresas provinciales de la provincia de Formosa,Depósitos por tipo de titular,En miles de ARS
704,Total de préstamos a empresas provinciales de la provincia de Jujuy,Préstamos por tipo de titular,En miles de ARS
705,Total de depósitos de empresas provinciales de la provincia de Jujuy,Depósitos por tipo de titular,En miles de ARS
706,Total de préstamos a empresas provinciales de la provincia de La Pampa,Préstamos por tipo de titular,En miles de ARS
707,Total de depósitos de empresas provinciales de la provincia de La Pampa,Depósitos por tipo de titular,En miles de ARS
708,Total de préstamos a empresas provinciales de la provincia de La Rioja,Préstamos por tipo de titular,En miles de ARS
709,Total de depósitos de empresas provinciales de la provincia de La Rioja,Depósitos por tipo de titular,En miles de ARS
710,Total de préstamos a empresas provinciales de la provincia de Mendoza,Préstamos por tipo de titular,En miles de ARS
711,Total de depósitos de empresas provinciales de la provincia de Mendoza,Depósitos por tipo de titular,En miles de ARS
712,Total de préstamos a empresas provinciales de la provincia de Misiones,Préstamos por tipo de titular,En miles de ARS
713,Total de depósitos de empresas provinciales de la provincia de Misiones,Depósitos por tipo de titular,En miles de ARS
714,Total de préstamos a empresas provinciales de la provincia de Neuquén,Préstamos por tipo de titular,En miles de ARS
715,Total de depósitos de empresas provinciales de la provincia de Neuquén,Depósitos por tipo de titular,En miles de ARS
716,Total de préstamos a empresas provinciales de la provincia de Rio Negro,Préstamos por tipo de titular,En miles de ARS
717,Total de depósitos de empresas provinciales de la provincia de Rio Negro,Depósitos por tipo de titular,En miles de ARS
718,Total de préstamos a empresas provinciales de la provincia de Salta,Préstamos por tipo de titular,En miles de ARS
719,Total de depósitos de empresas provinciales de la provincia de Salta,Depósitos por tipo de titular,En miles de ARS
720,Total de préstamos a empresas provinciales de la provincia de San Juan,Préstamos por tipo de titular,En miles de ARS
721,Total de depósitos de empresas provinciales de la provincia de San Juan,Depósitos por tipo de titular,En miles de ARS
722,Total de préstamos a empresas provinciales de la provincia de San Luis,Préstamos por tipo de titular,En miles de ARS
723,Total de depósitos de empresas provinciales de la provincia de San Luis,Depósitos por tipo de titular,En miles de ARS
724,Total de préstamos a empresas provinciales de la provincia de Santa Cruz,Préstamos por tipo de titular,En miles de ARS
725,Total de depósitos de empresas provinciales de la provincia de Santa Cruz,Depósitos por tipo de titular,En miles de ARS
726,Total de préstamos a empresas provinciales de la provincia de Santa Fe,Préstamos por tipo de titular,En miles de ARS
727,Total de depósitos de empresas provinciales de la provincia de Santa Fe,Depósitos por tipo de titular,En miles de ARS
728,Total de préstamos a empresas provinciales de la provincia de Santiago del Estero,Préstamos por tipo de titular,En miles de ARS
729,Total de depósitos de empresas provinciales de la provincia de Santiago del Estero,Depósitos por tipo de titular,En miles de ARS
730,Total de préstamos a empresas provinciales de la provincia de Tierra del Fuego,Préstamos por tipo de titular,En miles de ARS
731,Total de depósitos de empresas provinciales de la provincia de Tierra del Fuego,Depósitos por tipo de titular,En miles de ARS
732,Total de préstamos a empresas provinciales de la provincia de Tucumán,Préstamos por tipo de titular,En miles de ARS
733,Total de depósitos de empresas provinciales de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
734,Total de préstamos a empresas provinciales a la Ciudad Autónoma de Buenos Aires,Préstamos por tipo de titular,En miles de ARS
735,Total de depósitos de empresas provinciales de la Ciudad Autónoma de Buenos Aires,Depósitos por tipo de titular,En miles de ARS
736,Total de préstamos a empresas provinciales de la PBA,Préstamos por tipo de titular,En miles de ARS
737,Total de depósitos de empresas provinciales de PBA,Depósitos por tipo de titular,En miles de ARS
738,Total de préstamos a empresas provinciales de la provincia de Catamarca,Préstamos por tipo de titular,En miles de ARS
739,Total de depósitos de empresas provinciales de la provincia de Catamarca,Depósitos por tipo de titular,En miles de ARS
740,Total de préstamos a empresas provinciales de la provincia de Córdoba,Préstamos por tipo de titular,En miles de ARS
741,Total de depósitos de empresas provinciales de la provincia de Córdoba,Depósitos por tipo de titular,En miles de ARS
742,Total de préstamos a empresas provinciales de la provincia de Corrientes,Préstamos por tipo de titular,En miles de ARS
743,Total de depósitos de empresas provinciales de la provincia de Corrientes,Depósitos por tipo de titular,En miles de ARS
744,Total de préstamos a empresas provinciales de la provincia de Chaco,Préstamos por tipo de titular,En miles de ARS
745,Total de depósitos de empresas provinciales de la provincia de Chaco,Depósitos por tipo de titular,En miles de ARS
746,Total de préstamos a empresas provinciales de la provincia de Chubut,Préstamos por tipo de titular,En miles de ARS
747,Total de depósitos de empresas provinciales de la provincia de Chubut,Depósitos por tipo de titular,En miles de ARS
748,Total de préstamos a empresas provinciales de la provincia de Entre Ríos,Préstamos por tipo de titular,En miles de ARS
749,Total de depósitos de empresas provinciales de la provincia de Entre Ríos,Depósitos por tipo de titular,En miles de ARS
750,Total de préstamos a empresas provinciales de la provincia de Formosa,Préstamos por tipo de titular,En miles de ARS
751,Total de depósitos de empresas provinciales de la provincia de Formosa,Depósitos por tipo de titular,En miles de ARS
752,Total de préstamos a empresas provinciales de la provincia de Jujuy,Préstamos por tipo de titular,En miles de ARS
753,Total de depósitos de empresas provinciales de la provincia de Jujuy,Depósitos por tipo de titular,En miles de ARS
754,Total de préstamos a empresas provinciales de la provincia de La Pampa,Préstamos por tipo de titular,En miles de ARS
755,Total de depósitos de empresas provinciales de la provincia de La Pampa,Depósitos por tipo de titular,En miles de ARS
756,Total de préstamos a empresas provinciales de la provincia de La Rioja,Préstamos por tipo de titular,En miles de ARS
757,Total de depósitos de empresas provinciales de la provincia de La Rioja,Depósitos por tipo de titular,En miles de ARS
758,Total de préstamos a empresas provinciales de la provincia de Mendoza,Préstamos por tipo de titular,En miles de ARS
759,Total de depósitos de empresas provinciales de la provincia de Mendoza,Depósitos por tipo de titular,En miles de ARS
760,Total de préstamos a empresas provinciales de la provincia de Misiones,Préstamos por tipo de titular,En miles de ARS
761,Total de depósitos de empresas provinciales de la provincia de Misiones,Depósitos por tipo de titular,En miles de ARS
762,Total de préstamos a empresas provinciales de la provincia de Neuquén,Préstamos por tipo de titular,En miles de ARS
763,Total de depósitos de empresas provinciales de la provincia de Neuquén,Depósitos por tipo de titular,En miles de ARS
764,Total de préstamos a empresas provinciales de la provincia de Rio Negro,Préstamos por tipo de titular,En miles de ARS
765,Total de depósitos de empresas provinciales de la provincia de Rio Negro,Depósitos por tipo de titular,En miles de ARS
766,Total de préstamos a empresas provinciales de la provincia de Salta,Préstamos por tipo de titular,En miles de ARS
767,Total de depósitos de empresas provinciales de la provincia de Salta,Depósitos por tipo de titular,En miles de ARS
768,Total de préstamos a empresas provinciales de la provincia de San Juan,Préstamos por tipo de titular,En miles de ARS
769,Total de depósitos de empresas provinciales de la provincia de San Juan,Depósitos por tipo de titular,En miles de ARS
770,Total de préstamos a empresas provinciales de la provincia de San Luis,Préstamos por tipo de titular,En miles de ARS
771,Total de depósitos de empresas provinciales de la provincia de San Luis,Depósitos por tipo de titular,En miles de ARS
772,Total de préstamos a empresas provinciales de la provincia de Santa Cruz,Préstamos por tipo de titular,En miles de ARS
773,Total de depósitos de empresas provinciales de la provincia de Santa Cruz,Depósitos por tipo de titular,En miles de ARS
774,Total de préstamos a empresas provinciales de la provincia de Santa Fe,Préstamos por tipo de titular,En miles de ARS
775,Total de depósitos de empresas provinciales de la provincia de Santa Fe,Depósitos por tipo de titular,En miles de ARS
776,Total de préstamos a empresas provinciales de la provincia de Santiago del Estero,Préstamos por tipo de titular,En miles de ARS
777,Total de depósitos de empresas provinciales de la provincia de Santiago del Estero,Depósitos por tipo de titular,En miles de ARS
778,Total de préstamos a empresas provinciales de la provincia de Tierra del Fuego,Préstamos por tipo de titular,En miles de ARS
779,Total de depósitos de empresas provinciales de la provincia de Tierra del Fuego,Depósitos por tipo de titular,En miles de ARS
780,Total de préstamos a empresas provinciales de la provincia de Tucumán,Préstamos por tipo de titular,En miles de ARS
781,Total de depósitos de empresas provinciales de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
782,Total de préstamos a empresas municipales de la PBA,Préstamos por tipo de titular,En miles de ARS
783,Total de depósitos de empresas municipales de la PBA,Depósitos por tipo de titular,En miles de ARS
784,Total de préstamos a empresas municipales de GBA,Préstamos por tipo de titular,En miles de ARS
785,Total de depósitos de empresas municipales de GBA,Depósitos por tipo de titular,En miles de ARS
786,Total de préstamos a empresas municipales de municipios de la PBA no incluidos en el GBA,Préstamos por tipo de titular,En miles de ARS
787,Total de depósitos de empresas municipales de municipios de la PBA no incluidos en el GBA,Depósitos por tipo de titular,En miles de ARS
788,Total de préstamos a empresas municipales de la provincia de Catamarca,Préstamos por tipo de titular,En miles de ARS
789,Total de depósitos de empresas municipales de la provincia de Catamarca,Depósitos por tipo de titular,En miles de ARS
790,Total de préstamos a empresas municipales de la provincia de Córdoba,Préstamos por tipo de titular,En miles de ARS
791,Total de depósitos de empresas municipales de la provincia de Córdoba,Depósitos por tipo de titular,En miles de ARS
792,Total de préstamos a empresas municipales de la provincia de Corrientes,Préstamos por tipo de titular,En miles de ARS
793,Total de depósitos de empresas municipales de la provincia de Corrientes,Depósitos por tipo de titular,En miles de ARS
794,Total de préstamos a empresas municipales de la provincia de Chaco,Préstamos por tipo de titular,En miles de ARS
795,Total de depósitos de empresas municipales de la provincia de Chaco,Depósitos por tipo de titular,En miles de ARS
796,Total de préstamos a empresas municipales de la provincia de Chubut,Préstamos por tipo de titular,En miles de ARS
797,Total de depósitos de empresas municipales de la provincia de Chubut,Depósitos por tipo de titular,En miles de ARS
798,Total de préstamos a empresas municipales de la provincia de Entre Ríos,Préstamos por tipo de titular,En miles de ARS
799,Total de depósitos de empresas municipales de la provincia de Entre Ríos,Depósitos por tipo de titular,En miles de ARS
800,Total de préstamos a empresas municipales de la provincia de Formosa,Préstamos por tipo de titular,En miles de ARS
801,Total de depósitos de empresas municipales de la provincia de Formosa,Depósitos por tipo de titular,En miles de ARS
802,Total de préstamos a empresas municipales de la provincia de Jujuy,Préstamos por tipo de titular,En miles de ARS
803,Total de depósitos de empresas municipales de la provincia de Jujuy,Depósitos por tipo de titular,En miles de ARS
804,Total de préstamos a empresas municipales de la provincia de La Pampa,Préstamos por tipo de titular,En miles de ARS
805,Total de depósitos de empresas municipales de la provincia de La Pampa,Depósitos por tipo de titular,En miles de ARS
806,Total de préstamos a empresas municipales de la provincia de La Rioja,Préstamos por tipo de titular,En miles de ARS
807,Total de depósitos de empresas municipales de la provincia de La Rioja,Depósitos por tipo de titular,En miles de ARS
808,Total de préstamos a empresas municipales de la provincia de Mendoza,Préstamos por tipo de titular,En miles de ARS
809,Total de depósitos de empresas municipales de la provincia de Mendoza,Depósitos por tipo de titular,En miles de ARS
810,Total de préstamos a empresas municipales de la provincia de Misiones,Préstamos por tipo de titular,En miles de ARS
811,Total de depósitos de empresas municipales de la provincia de Misiones,Depósitos por tipo de titular,En miles de ARS
812,Total de préstamos a empresas municipales de la provincia de Neuquén,Préstamos por tipo de titular,En miles de ARS
813,Total de depósitos de empresas municipales de la provincia de Neuquén,Depósitos por tipo de titular,En miles de ARS
814,Total de préstamos a empresas municipales de la provincia de Rio Negro,Préstamos por tipo de titular,En miles de ARS
815,Total de depósitos de empresas municipales de la provincia de Rio Negro,Depósitos por tipo de titular,En miles de ARS
816,Total de préstamos a empresas municipales de la provincia de Salta,Préstamos por tipo de titular,En miles de ARS
817,Total de depósitos de empresas municipales de la provincia de Salta,Depósitos por tipo de titular,En miles de ARS
818,Total de préstamos a empresas municipales de la provincia de San Juan,Préstamos por tipo de titular,En miles de ARS
819,Total de depósitos de empresas municipales de la provincia de San Juan,Depósitos por tipo de titular,En miles de ARS
820,Total de préstamos a empresas municipales de la provincia de San Luis,Préstamos por tipo de titular,En miles de ARS
821,Total de depósitos de empresas municipales de la provincia de San Luis,Depósitos por tipo de titular,En miles de ARS
822,Total de préstamos a empresas municipales de la provincia de Santa Cruz,Préstamos por tipo de titular,En miles de ARS
823,Total de depósitos de empresas municipales de la provincia de Santa Cruz,Depósitos por tipo de titular,En miles de ARS
824,Total de préstamos a empresas municipales de la provincia de Santa Fe,Préstamos por tipo de titular,En miles de ARS
825,Total de depósitos de empresas municipales de la provincia de Santa Fe,Depósitos por tipo de titular,En miles de ARS
826,Total de préstamos a empresas municipales de la provincia de Santiago del Estero,Préstamos por tipo de titular,En miles de ARS
827,Total de depósitos de empresas municipales de la provincia de Santiago del Estero,Depósitos por tipo de titular,En miles de ARS
828,Total de préstamos a empresas municipales de la provincia de Tierra del Fuego,Préstamos por tipo de titular,En miles de ARS
829,Total de depósitos de empresas municipales de la provincia de Tierra del Fuego,Depósitos por tipo de titular,En miles de ARS
830,Total de préstamos a empresas municipales de la provincia de Tucumán,Préstamos por tipo de titular,En miles de ARS
831,Total de depósitos de empresas municipales de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
832,Total de préstamos a empresas municipales de la PBA,Préstamos por tipo de titular,En miles de ARS
833,Total de depósitos de empresas municipales de la PBA,Depósitos por tipo de titular,En miles de ARS
834,Total de préstamos a empresas municipales de municipios GBA,Préstamos por tipo de titular,En miles de ARS
835,Total de depósitos de empresas municipales de municipios GBA,Depósitos por tipo de titular,En miles de ARS
836,Total de préstamos a empresas municipales de municipios de la PBA no incluidos en el GBA,Préstamos por tipo de titular,En miles de ARS
837,Total de depósitos de empresas municipales de municipios de la PBA no incluidos en el GBA,Depósitos por tipo de titular,En miles de ARS
838,Total de préstamos a empresas municipales de la provincia de Catamarca,Préstamos por tipo de titular,En miles de ARS
839,Total de depósitos de empresas municipales de la provincia de Catamarca,Depósitos por tipo de titular,En miles de ARS
840,Total de préstamos a empresas municipales de la provincia de Córdoba,Préstamos por tipo de titular,En miles de ARS
841,Total de depósitos de empresas municipales de la provincia de Córdoba,Depósitos por tipo de titular,En miles de ARS
842,Total de préstamos a empresas municipales de la provincia de Corrientes,Préstamos por tipo de titular,En miles de ARS
843,Total de depósitos de empresas municipales de la provincia de Corrientes,Depósitos por tipo de titular,En miles de ARS
844,Total de préstamos a empresas municipales de la provincia de Chaco,Préstamos por tipo de titular,En miles de ARS
845,Total de depósitos de empresas municipales de la provincia de Chaco,Depósitos por tipo de titular,En miles de ARS
846,Total de préstamos a empresas municipales de la provincia de Chubut,Préstamos por tipo de titular,En miles de ARS
847,Total de depósitos de empresas municipales de la provincia de Chubut,Depósitos por tipo de titular,En miles de ARS
848,Total de préstamos a empresas municipales de la provincia de Entre Ríos,Préstamos por tipo de titular,En miles de ARS
849,Total de depósitos de empresas municipales de la provincia de Entre Ríos,Depósitos por tipo de titular,En miles de ARS
850,Total de préstamos a empresas municipales de la provincia de Formosa,Préstamos por tipo de titular,En miles de ARS
851,Total de depósitos de empresas municipales de la provincia de Formosa,Depósitos por tipo de titular,En miles de ARS
852,Total de préstamos a empresas municipales a la provincia de Jujuy,Préstamos por tipo de titular,En miles de ARS
853,Total de depósitos de empresas municipales de la provincia de Jujuy,Depósitos por tipo de titular,En miles de ARS
854,Total de préstamos a empresas municipales de la provincia de La Pampa,Préstamos por tipo de titular,En miles de ARS
855,Total de depósitos de empresas municipales de la provincia de La Pampa,Depósitos por tipo de titular,En miles de ARS
856,Total de préstamos a empresas municipales de la provincia de La Rioja,Préstamos por tipo de titular,En miles de ARS
857,Total de depósitos de empresas municipales de la provincia de La Rioja,Depósitos por tipo de titular,En miles de ARS
858,Total de préstamos a empresas municipales de la provincia de Mendoza,Préstamos por tipo de titular,En miles de ARS
859,Total de depósitos de empresas municipales de la provincia de Mendoza,Depósitos por tipo de titular,En miles de ARS
860,Total de préstamos a empresas municipales de la provincia de Misiones,Préstamos por tipo de titular,En miles de ARS
861,Total de depósitos de empresas municipales de la provincia de Misiones,Depósitos por tipo de titular,En miles de ARS
862,Total de préstamos a empresas municipales de la provincia de Neuquén,Préstamos por tipo de titular,En miles de ARS
863,Total de depósitos de empresas municipales de la provincia de Neuquén,Depósitos por tipo de titular,En miles de ARS
864,Total de préstamos a empresas municipales de la provincia de Rio Negro,Préstamos por tipo de titular,En miles de ARS
865,Total de depósitos de empresas municipales de la provincia de Rio Negro,Depósitos por tipo de titular,En miles de ARS
866,Total de préstamos a empresas municipales de la provincia de Salta,Préstamos por tipo de titular,En miles de ARS
867,Total de depósitos de empresas municipales de la provincia de Salta,Depósitos por tipo de titular,En miles de ARS
868,Total de préstamos a empresas municipales de la provincia de San Juan,Préstamos por tipo de titular,En miles de ARS
869,Total de depósitos de empresas municipales de la provincia de San Juan,Depósitos por tipo de titular,En miles de ARS
870,Total de préstamos a empresas municipales de la provincia de San Luis,Préstamos por tipo de titular,En miles de ARS
871,Total de depósitos de empresas municipales de la provincia de San Luis,Depósitos por tipo de titular,En miles de ARS
872,Total de préstamos a empresas municipales de la provincia de Santa Cruz,Préstamos por tipo de titular,En miles de ARS
873,Total de depósitos de empresas municipales de la provincia de Santa Cruz,Depósitos por tipo de titular,En miles de ARS
874,Total de préstamos a empresas municipales de la provincia de Santa Fe,Préstamos por tipo de titular,En miles de ARS
875,Total de depósitos de empresas municipales de la provincia de Santa Fe,Depósitos por tipo de titular,En miles de ARS
876,Total de préstamos a empresas municipales de la provincia de Santiago del Estero,Préstamos por tipo de titular,En miles de ARS
877,Total de depósitos de empresas municipales de la provincia de Santiago del Estero,Depósitos por tipo de titular,En miles de ARS
878,Total de préstamos a empresas municipales de la provincia de Tierra del Fuego,Préstamos por tipo de titular,En miles de ARS
879,Total de depósitos de empresas municipales de la provincia de Tierra del Fuego,Depósitos por tipo de titular,En miles de ARS
880,Total de préstamos a empresas municipales de la provincia de Tucumán,Préstamos por tipo de titular,En miles de ARS
881,Total de depósitos de empresas municipales de la provincia de Tucumán,Depósitos por tipo de titular,En miles de ARS
882,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,En miles de ARS
883,Total de préstamos a personas humanas,Préstamos por tipo de titular,En miles de ARS
884,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
885,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
886,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
887,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
888,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
889,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
890,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
891,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
892,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
893,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,En miles de ARS
894,Total de préstamos a personas humanas,Préstamos por tipo de titular,En miles de ARS
895,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
896,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
897,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
898,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
899,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
900,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
901,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
902,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
903,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
904,Total de préstamos al sector privado no financiero,Préstamos por tipo de titular,En miles de ARS
905,Total de préstamos a personas humanas,Préstamos por tipo de titular,En miles de ARS
906,Total de préstamos a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
907,Total de préstamos a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
908,Total de préstamos a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
909,Total de préstamos a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
910,Total de préstamos a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
911,Total de préstamos a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
912,Total de préstamos a empresas que no son prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
913,Total de préstamos a pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
914,Total de préstamos a las empresas no constituidas como pequeños y medianos emprendimientos,Préstamos por tipo de titular,En miles de ARS
915,Total de préstamos hipotecaRíos al sector privado,Préstamos por tipo de titular,En miles de ARS
916,Préstamos hipotecarios a personas humanas,Préstamos por tipo de titular,En miles de ARS
917,Préstamos hipotecarios a personas jurídicas,Préstamos por tipo de titular,En miles de ARS
918,Préstamos hipotecarios a las prestadoras de servicios financieros,Préstamos por tipo de titular,En miles de ARS
919,Préstamos hipotecarios a las compañías de seguros,Préstamos por tipo de titular,En miles de ARS
920,Préstamos hipotecarios a los fondos comunes de inversión,Préstamos por tipo de titular,En miles de ARS
921,Préstamos hipotecarios a las administradoras de fondos de jubilaciones y pensiones,Préstamos por tipo de titular,En miles de ARS
922,Préstamos hipotecarios a las sociedades autorizadas para actuar como fiduciario financiero,Préstamos por tipo de titular,En miles de ARS
